"wis","wwis","c","wc","sdi","n","e","fqi","loc","graminoid","forb","tree","shrub","vine","p_graminoid","p_forb","p_shrub","p_tree","p_vine","ave_cover","bg","ld"
3.83448275862069,3.81575342465753,3.16964285714286,11.65625,0.928609495214862,22,9,14.1911726824203,"cwr2",21,10,0,0,0,107.5,48.5,0,0,0,182.5,16.5,10
3.672,3.83460410557185,3.08152173913043,15.1032608695652,0.8885498046875,21,6,15.466192970476,"de1",14,11,0,1,1,117.5,51.5,2.5,0,0,192,7,13
3.15887096774194,2.898046875,3.71066433566434,14.9300699300699,0.92501953125,24,8,19.6933408297625,"de2",15,16,0,0,1,89,38,0,0,0,160,3.5,27.5
3.45092592592593,3.65692771084337,2.94349747474747,8.1082702020202,0.891336778730886,22,10,15.0613384849702,"jt2",23,8,0,1,0,93.5,9,0.5,0,0,137,24,10
2.82767857142857,3.10285714285714,4.0247668997669,25.4428904428904,0.898183141569385,25,3,20.9287878787879,"mt1",14,14,0,0,0,124,51,0,0,0,189,0,14
3.64264705882353,3.8335685483871,3.69848484848485,29.8704545454545,0.712397959183673,14,4,14.8269248070052,"mt2",10,8,0,0,0,114.5,10.5,0,0,0,140,0.5,14.5
3.2725,3.171640625,3.72364953886693,20.7369894598155,0.930532511769431,22,9,18.2593492303044,"npe",18,13,0,0,0,165,26,0,0,0,206.5,2,13.5
3.14910714285714,2.99019292604502,3.40183080808081,23.4826388888889,0.909851219996032,22,7,17.4065463648819,"npw",15,12,0,2,0,122.5,32,1.5,0,0,177.5,1.5,20
3.03619402985075,2.69918952618454,3.27382697947214,10.1889662756598,0.965817732051498,57,13,26.8849965476089,"sw1",28,35,1,6,0,114,69,20.5,0.5,0,231,10,17
3.0109375,4.16540948275862,3.97261072261072,12.0574009324009,0.772067093745415,13,4,14.323451657831,"vor",11,6,0,0,0,102.5,14.5,0,0,0,143,0,26
2.9625,2.95885416666667,3.77626262626263,39.0780303030303,0.906911670742724,14,9,15.1387295892363,"vou",16,7,0,0,0,157.5,12.5,0,0,0,184.5,0.5,14
3.075,2.79409090909091,3.90183080808081,29.7468434343434,0.932196565186184,23,6,19.5261111527235,"wm1",16,13,0,0,0,167.5,52.5,0,0,0,239,4.5,14.5
3.30815217391304,3.27121896162528,3.46233164983165,16.799031986532,0.954037497351882,35,12,21.0686711409822,"af2",16,29,0,2,0,120,100.5,1.5,0,0,238,5,11
2.30639534883721,1.69417040358744,3.89693181818182,21.9940909090909,0.927422733438139,37,7,25.6260657802846,"bin1",23,20,0,1,0,182,40.5,1,0,0,245.5,5.5,16.5
2.88357142857143,2.7224375,4.32741477272727,24.3107244318182,0.930507350332423,32,5,24.4795546464184,"bin3",22,15,0,0,0,170,32.5,0,0,0,220.5,0.5,17.5
3.15265957446808,3.27006802721088,3.36609848484848,16.0659090909091,0.945533136562314,40,10,21.289076081126,"bin5",24,25,0,1,0,135.5,90,2.5,0,0,249,4.5,16.5
2.9078431372549,2.85956989247312,3.21307519640853,13.8600729517396,0.963402740095261,43,10,22.0495218220554,"bin6",20,31,0,2,0,109.5,138,4.5,0,0,265.5,12.5,1
3.13486842105263,3.05300751879699,3.55666035353535,20.600615530303,0.949538940779064,36,6,21.3399621212121,"cav2",22,20,0,0,0,167.5,39.5,0,0,0,224.5,4,13.5
2.70434,2.69539557739558,3.37441724941725,15.659527972028,0.959249382716049,36,15,21.9337121212121,"dw1",21,29,1,0,0,98,105.5,0,0.5,0,225,11,10
2.29196428571429,2.15325278810409,3.62017906336088,20.6286157024793,0.913950295857988,21,7,17.3797324246287,"ep2",14,13,0,1,0,89,44.5,1,0,0,162.5,1,27
3.92307692307692,3.82083333333333,3.36363636363636,27.75,0.91503617105705,22,7,15.7768530103152,"ht1",13,16,0,0,0,132,23.5,0,0,0,181,7.5,18
2.43897058823529,2.1333904109589,3.75733137829912,16.6884164222874,0.924696492333543,29,7,21.6292865490316,"jt1",20,14,1,1,0,123.5,17.5,7.5,0.5,0,172.5,3.5,20
3.02720588235294,3.24603174603175,3.44383741258741,10.1684877622378,0.942264569641763,25,12,17.9079545454545,"ph",22,15,0,0,0,109.5,49,0,0,0,179.5,13,8
4,3.96108949416342,2.95238095238095,27.1428571428571,0.862167879809244,17,5,15.0372087522526,"pr1",4,18,0,0,0,79.5,50,0,0,0,167,14.5,23
3.055,3.0754746835443,3.52792207792208,15.9279220779221,0.93595567867036,34,8,21.176177569983,"spi1",20,22,0,0,0,130.5,35,0,0,0,190,7,17.5
2.66474358974359,3.05514527845036,3.07741477272727,16.6942471590909,0.948036781415706,28,11,18.6104552448748,"urep",20,19,0,0,0,157,49.5,0,0,0,218,3.5,8
3.47477777777778,3.61777272727273,3.00132575757576,10.9506628787879,0.929907835924212,27,12,17.3281623406212,"urr1",20,19,0,0,0,104,31.5,0,0,0,159,11,12.5
2.71160714285714,2.14605263157895,3.49891774891775,22.5535714285714,0.922841391801853,19,9,16.8568424455347,"ursp1",15,13,0,0,0,140.5,21,0,0,0,186.5,3,22
3.24277777777778,3.4615671641791,3.26325757575758,12.3592171717172,0.953168788490287,34,15,20.1471860591279,"ype",24,24,0,1,0,154,56.5,0.5,0,0,239.5,10.5,18
3.34071428571429,3.26311053984576,3.68434343434343,19.8240740740741,0.948068418314256,27,12,19.1444100624469,"ypw",25,12,1,1,0,179.5,44.5,1,0.5,0,248,8.5,14
3.75,4.35897435897436,3.4,29.85,0.737804603396243,10,2,10.7517440445725,"yps",5,7,0,0,0,127,9.5,0,0,0,149,1,11.5
2.79375,2.35204545454545,3.69935064935065,20.2909090909091,0.931210532776265,34,11,22.205169080838,"nem2",23,22,0,0,0,160.5,61.5,0,0,0,234.5,3.5,9
3.21416666666667,3.14707661290323,4.36120580808081,31.8873263888889,0.937564505535748,23,10,21.8249825677027,"phm",16,17,0,0,0,186.5,72.5,0,0,0,292,13,17.5
2.87307692307692,2.50666666666667,3.71491477272727,19.0979403409091,0.960022365110428,30,12,21.7039212824737,"prs1",22,19,0,1,0,162,71,0.5,0,0,255.5,11.5,10.5
3.55661764705882,3.77928571428571,3.38257575757576,17.5890151515152,0.884460298893498,29,6,18.8438564763758,"spi2",20,15,0,0,0,130,35.5,0,0,0,185.5,9,11
3.00833333333333,3.37719298245614,4.30833333333333,17.6208333333333,0.922285744119874,23,9,21.5603904135015,"urr2",20,12,0,0,0,128.5,16.5,0,0,0,169.5,17,7.5
3.3445652173913,3.6015306122449,3.83225108225108,23.6179653679654,0.930287718592098,21,3,17.561580666492,"ursp2",14,9,0,1,0,113.5,45,0.5,0,0,186.5,8,19.5
2.26416666666667,2.16221590909091,2.97727272727273,19.8201581027668,0.931918439368689,21,11,14.9429659836601,"wrpe",11,20,0,0,1,93.5,88,0,0,0,202,5.5,1
3.04184782608696,2.7827216066482,3.27874331550802,18.4381684491979,0.952593284638469,33,15,19.4057023286977,"wrpw",21,26,0,0,1,133.1,96,0,0,0,243.6,4.5,7
3.35086206896552,3.32313253012048,3.68017127799736,24.8320158102767,0.93100194789384,21,11,18.4708218758087,"mor3",18,14,0,0,0,182,29,0,0,0,222,0,11
3.13618421052632,3.13870481927711,3.82344276094276,17.7927188552189,0.929984524959859,35,4,23.2660722032764,"nwm3",22,17,0,0,0,137.5,29.5,0,0,0,185.5,1,17.5
2.80603448275862,2.43447293447293,3.68825757575758,23.061553030303,0.926639231824417,23,8,19.2263716825165,"hh1",18,13,0,0,0,130.5,47,0,0,0,202.5,10.5,14.5
3.88888888888889,3.87083333333333,3.3,16.6333333333333,0.861053719008264,29,6,18.3838384795281,"hh2",16,19,0,0,0,99.5,30.5,0,0,0,176,1.5,44.5
2.82767857142857,2.31713197969543,4.25654269972452,31.5884986225895,0.924133593052512,20,8,20.9394214165719,"hm1",18,10,0,0,0,183.5,13.5,0,0,0,222,4,21
2.44296875,2.16048611111111,3.88014069264069,21.1343344155844,0.928196102438527,27,7,20.9085358849708,"m1",19,15,0,0,0,139,42,0,0,0,198,2.5,14.5
2.88680555555556,2.82237442922374,3.78958944281525,21.9266862170088,0.932874464109547,30,7,21.4483174223046,"mm1",20,17,0,0,0,155,65.5,0,0,0,234.5,1.5,12.5
2.36759259259259,1.935,3.92748917748918,38.280303030303,0.927571406746781,20,7,18.4424788416971,"mor1",18,9,0,0,0,200,75,0,0,0,294.5,10.5,9
3.63157894736842,3.63398692810458,2.5,17.7222222222222,0.874611573024271,17,3,10.914103126635,"mr1",5,14,0,0,1,25.5,128,0,0,0,189,17.5,17.5
3.49071428571429,3.20469653179191,3.73887310606061,16.9496922348485,0.928260935832952,31,9,21.4886858705216,"n1",17,20,1,1,1,128,46.5,0.5,0.5,0,202.5,14.5,12
3.28263888888889,3.13612637362637,3.58813131313131,15.3356060606061,0.925244446806249,29,9,19.9889777284677,"nem1",19,19,0,0,0,143.5,40,0,0,0,194,2,8.5
2.06005128205128,1.57449064449064,4.51094276094276,23.8876262626263,0.919275994186815,35,4,27.4495857641825,"nem3",16,22,0,1,0,150,88,2.5,0,0,261,8.5,12
2.247,1.67193460490463,4.13915470494418,32.9401913875598,0.89769385354377,18,7,18.5365542815595,"nm2",16,8,1,0,0,163,20,0,0.5,0,202,0,18.5
2.807,2.82797619047619,3.64688552188552,18.2664141414141,0.936195515243134,18,8,15.4724248964178,"nwm1",15,10,0,0,1,92,34,0,0,0,157.5,12.5,18
2.50486111111111,2.08455528846154,4.23887310606061,23.5806107954545,0.932729298589108,31,5,24.36237070295,"nwm2",16,20,0,0,0,136,72,0,0,0,233.5,3.5,22
2.80669642857143,2.75631793478261,3.88443526170799,12.5429063360882,0.962780778463649,54,6,29.0732576751803,"nwm4",30,29,0,1,0,128.5,64,1.5,0,0,216,9,13
2.28097826086957,1.75069444444444,4.17389006342495,17.2764270613108,0.939627821668822,41,5,28.0296408553255,"nwm5",25,20,0,1,0,128.5,42,9.5,0,0,209.5,0.5,29
3.205,2.93337730870712,3.2831088664422,15.8650392817059,0.937282024696013,25,11,17.7287878787879,"op1",16,20,0,0,0,145,46,0,0,0,206,6,9
2.55661764705882,2.31983870967742,3.82184750733138,23.1147360703812,0.920872166038734,30,5,21.6308916081396,"pd1",19,14,0,2,0,197.5,35,3,0,0,246,1,9.5
3.03790322580645,3.6155737704918,4.33245920745921,18.9277389277389,0.852327900937182,26,5,22.0912940406792,"r5",16,14,1,0,0,98.5,22.5,0,1,0,163,33.5,7.5
3.46875,3.33507853403141,3.21929824561404,37.0614035087719,0.872881405138627,18,8,14.4171215941924,"sem3",12,14,0,0,0,162,31,0,0,0,207.5,0.5,14
3.52177419354839,3.48805970149254,3.23516414141414,15.1433080808081,0.930159308621408,23,8,16.1898805278103,"si",14,17,0,0,0,109.5,58,0,0,0,196,18.5,10
2.97155172413793,2.90560453400504,3.81060606060606,22.7699275362319,0.919783326727441,22,8,18.6857506630156,"sm1",19,11,0,0,0,166,33,0,0,0,217.5,10,8.5
3.28189655172414,3.33628571428571,3.59321475625823,22.566534914361,0.902042677486932,23,7,17.2324525980957,"tnc1",17,10,1,2,0,150.5,23,2,0.5,0,194.5,8.5,10
3.16710526315789,3.25282012195122,3.91524621212121,35.7421875,0.909827452898144,16,4,15.6609848484848,"wm2",13,7,0,0,0,141.5,27.5,0,0,0,194.5,1.5,24
2.58106060606061,2.26087570621469,3.50533108866442,9.67746913580247,0.842462051258952,25,8,18.9287878787879,"wm4",19,11,1,2,0,73.5,13.5,1,0.5,0,149,54,6.5
3.61597222222222,3.20794797687861,3.56496786042241,17.154958677686,0.93546830909127,33,5,20.4791812070911,"wr1",17,15,2,4,0,126,36,8.5,5,0,194.5,3,16
